Ein Flugzeug hebt ab.	A plane is taking off.	1.0	0.8888888888888888	0.49362207721988155	0.5	0.3333333333333333	0.19420327	0.8503531	0.85095364	-0.39545465008933084	0.9375303	0.9805927
Ein Mann spielt Flöte.	A man is playing a large flute.	0.76	0.7272727272727273	0.5899940064727717	0.375	0.5	0.20392635	0.8257726	0.78707045	-0.35380871196075886	0.77051973	0.9244175
Ein Mann verteilt geriebenen Käse auf einer ungekochten Pizza.	A man is spreading shreded cheese on a pizza.	0.76	0.7777777777777778	0.7008313022388819	0.5	0.6	0.19628505	0.89633244	0.9161295	-0.38545566547550725	0.8615472	0.92413807
Zwei Männer spielen Schach.	Three men are playing chess.	0.52	0.8888888888888888	0.5814386676927836	0.3333333333333333	0.5	0.32960874	0.8003403	0.7529949	-0.3255337343759622	0.7461424	0.71461654
Ein sitzender Mann spielt Cello.	A man is playing the cello.	0.85	0.7272727272727273	0.6768949994695231	0.2857142857142857	0.5714285714285714	0.1734809	0.88543147	0.7991966	-0.1958467069638366	0.8217295	0.89489174
Zwei Männer kämpfen.	Some men are fighting.	0.85	0.8571428571428572	0.5199461555917541	0.2	0.4	0.25785434	0.82265025	0.84962916	-0.5200468589554039	0.7124435	0.90811646
Ein Mann läuft Schlittschuh.	A man is smoking.	0.1	1.0	0.6299064501651259	0.4	0.6549846024623855	0.24486785	0.78986335	0.37973437	-0.38993590110934595	0.7833424	0.0031247411
Der Mann spielt Gitarre.	The man is playing the piano.	0.32	0.8	0.6826635248853632	0.2857142857142857	0.42857142857142855	0.21471488	0.769324	0.5948817	-0.1778936286915005	0.71018857	0.36367252
Eine Frau spielt Akustikgitarre und singt.	A man is playing on a guitar and singing.	0.44	0.6666666666666667	0.5912299488092094	0.3	0.4	0.2189375	0.78947	0.744436	-0.22783693965595447	0.7355432	0.5725497
Eine Person wirft eine Katze an die Decke.	A person is throwing a cat on to the ceiling.	1.0	0.8888888888888888	0.6635897866317312	0.5454545454545454	0.7272727272727273	0.24558745	0.8940553	0.8740491	-0.24379346431193738	0.87088495	0.9721733
Der Mann schlug den anderen Mann mit einem Stock.	The man hit the other man with a stick.	0.84	0.8	0.7633771801137206	0.27145122541078787	1.0	0.26143485	0.9060752	0.8611697	0.07996392008865455	0.87782454	0.89772767
Eine Frau nimmt ein Babykänguru in die Arme.	A woman picks up and holds a baby kangaroo.	0.92	0.8235294117647058	0.7214370951792799	0.3	0.5	0.26590055	0.72082704	0.77731216	-0.17893291855647797	0.79744387	0.9585435
Ein Mann spielt eine Bambusflöte.	A man is playing a flute.	0.7734	0.9090909090909091	0.6681938813676687	0.42857142857142855	0.7142857142857143	0.2300303	0.8065385	0.5932035	-0.09605105120244634	0.7703835	0.88896
Jemand faltet ein Stück Papier.	A person is folding a piece of paper.	0.9334	0.6153846153846154	0.6449248981772381	0.3333333333333333	0.6666666666666666	0.23469599	0.84473	0.79819286	-0.35980187418458226	0.86952734	0.95519906
Ein Panda-Hund läuft auf der Straße.	A man is running on the road.	0.3334	0.8571428571428572	0.6479670408160443	0.75	0.5	0.3353829	0.7724405	0.5381856	-0.111732463536942	0.663271	0.30690366
Ein Hund versucht, den Speck auf dem Rücken zu essen.	A dog is trying to get bacon off his back.	0.75	0.8	0.6978041894263828	0.3320366241026409	0.6363636363636364	0.21131374	0.8547769	0.8215317	-0.2823906356090586	0.83411276	0.7028335
Ein Eisbär rutscht über den Schnee.	The polar bear is sliding on the snow.	1.0	0.8571428571428572	0.5491100383174377	0.3333333333333333	0.5555555555555556	0.29399726	0.8122903	0.8588312	-0.3345452405548038	0.767229	0.9461398
Eine Frau schwimmt.	A woman is writing.	0.1	0.8571428571428572	0.548221250811945	0.4	0.6	0.22529507	0.7092514	0.39935195	-0.5678337926028129	0.7065395	0.12669851
Eine Katze reibt sich an einem Baby.	A cat is rubbing against baby's face.	0.76	0.9333333333333333	0.6594502168195289	0.3333333333333333	0.4444444444444444	0.20424923	0.8002626	0.8020444	-0.43136980520662394	0.71269786	0.76957226
Ein Mann reitet auf einem Pferd.	The man is riding a horse.	1.0	0.8333333333333334	0.6560896298204283	0.42857142857142855	0.5714285714285714	0.29734194	0.892201	0.9516476	-0.1506522435332835	0.824075	0.97999406
Ein Mann gießt Wein in einen Topf.	A man pours oil into a pot.	0.64	1.0	0.7496175690753046	0.375	0.75	0.26339835	0.82035553	0.52045465	-0.16260878513534993	0.8093775	0.690995
Ein Mädchen spielt Gitarre.	A man is playing a guitar.	0.56	0.8	0.6110554944577299	0.42857142857142855	0.42857142857142855	0.19531433	0.8843369	0.8124657	-0.22530336520958905	0.6947877	0.57733405
