0	There is consternation among some AMs at a suggestion their title should change to MWPs (Member of the Welsh Parliament).	There is suggestion among some AMs at a consternation their title should change to MWPs ( Member of the Welsh Parliament ) .	0.9707798361778259	0.97818184	0.9949319	0.844063409359453	0.9569335	0.9667092	0.99021614	0.98403084	0.6796945929527283
1	There is consternation among some AMs at a suggestion their title should change to MWPs (Member of the Welsh Parliament).	Several AMs expressed concern at the proposal to change their title to MWP (Members of the Welsh Parliament).	0.8731485605239868	0.9172286	0.8614058	0.6765431288240707	0.9224322	0.9211889	0.9034876	0.89766896	0.4286489486694336
0	It has arisen because of plans to change the name of the assembly to the Welsh Parliament.	It has arisen because of plans to change the assembly of the name to the Welsh Parliament .	0.9695420265197754	0.98062545	0.9989064	0.8294838445548132	0.99505335	0.97407794	0.9938359	0.9978948	0.3254813551902771
1	It has arisen because of plans to change the name of the assembly to the Welsh Parliament.	This came about because of ideas to call the assembly the Welsh Parliament in future.	0.8472059965133667	0.8546404	0.69533694	0.6234104845796856	0.88337624	0.88560534	0.81877524	0.8427156	-0.01731991395354271
0	AMs across the political spectrum are worried it could invite ridicule.	AMs across the political ridicule are worried it could invite spectrum .	0.9113520979881287	0.9165655	0.9911777	0.7213794153000465	0.954474	0.9291224	0.9610656	0.9214838	0.09632699191570282
1	AMs across the political spectrum are worried it could invite ridicule.	Assembly members from all parties fear that this will all turn into a ludicrous business.	0.7704053521156311	0.68604	0.43923327	0.564303308754604	0.80982196	0.7637658	0.5859698	0.6360248	-0.03125627711415291
0	For readers outside of Wales: In Welsh twp means daft and pwp means poo.	For readers outside of Wales : In Welsh daft means pwp and twp means poo .	0.9479362964630127	0.9838837	0.99833	0.8959342197191726	0.98339903	0.9886719	0.99419165	0.9951856	0.8015120029449463
1	For readers outside of Wales: In Welsh twp means daft and pwp means poo.	To explain for readers who don't speak Welsh, in Welsh twp means weak-headed, while pwp means shit.	0.81978440284729	0.8665072	0.7345634	0.6023686267841619	0.83899164	0.91278255	0.81057876	0.76314133	-0.075572669506073
0	"A Plaid AM said the group as a whole was ""not happy"" and has suggested alternatives."	A Plaid AM said the whole as a group was `` not happy '' and has suggested alternatives .	0.8719935417175293	0.951702	0.9944666	0.7391007638720682	0.9773135	0.92000043	0.957024	0.97847074	0.3329015076160431
1	"A Plaid AM said the group as a whole was ""not happy"" and has suggested alternatives."	According to a plaid delegate, the group as a whole is “not happy” and has suggested other names.	0.827366292476654	0.8840906	0.7254504	0.6398603916055573	0.90394324	0.9051198	0.82645464	0.8132611	-0.11856555938720703
