0	Christine Mikolajuk and Greta Levy were in 2002 and 2004 regional , provincial and national bilingual debating champions .	Christine Mikolajuk and Greta Levy were bilingual in 2002 and 2004 , provincial and national regional debating champions .
1	Christine Mikolajuk and Greta Levy were in 2002 and 2004 regional , provincial and national bilingual debating champions .	Christine Mikolajuk and Greta Levy were Regional , Provincial and National Bilingual Debating Champions in 2002 and 2004 , respectively .
0	Their personal relationship , however , has survived this professional separation .	Their professional relationship , however , has survived this personal separation .
1	Their personal relationship , however , has survived this professional separation .	However , their personal relationship survived this professional separation .
0	It was directed by Winrich Kolbe and was written by Jack B. Sowards .	It was directed by Jack B. Sowards and was written by Winrich Kolbe .
1	It was directed by Winrich Kolbe and was written by Jack B. Sowards .	Directed by Winrich Kolbe , it was written by Jack B. Sowards .
0	Ed Williams is an American actor , who played Ted Olsen on the TV series `` Police Squad ! '' and in `` The Naked Gun '' films .	Ted Olsen was an American actor who played Ed Williams in the TV series '' Police Squad ! `` and '' The Naked Gun `` films .
1	Ed Williams is an American actor , who played Ted Olsen on the TV series `` Police Squad ! '' and in `` The Naked Gun '' films .	Ed Williams is an American actor who played Ted Olsen in the TV series ' 'Police Squad ' 'and ' 'The Naked Gun ' 'films .
0	David defeated his opponent Peter Witt in the 1915 Cleveland mayoral election .	Peter Witt defeated his opponent David in the mayoral election of Cleveland in 1915 .
1	David defeated his opponent Peter Witt in the 1915 Cleveland mayoral election .	In the 1915 Cleveland Mayoral Election , he defeated his opponent , Peter Witt .
0	In November 1964 , the first oral consultations took place between the Norwegian Embassy and the Soviet Government .	In November 1964 , the first oral consultations took place between the Soviet Embassy and the Norwegian Government .
1	In November 1964 , the first oral consultations took place between the Norwegian Embassy and the Soviet Government .	The first oral consultations between the Norwegian embassy and the Soviet government took place in November 1964 .
0	However , exclusive operators may be used , including , but not limited to , binary or set union .	However , binary operators may be used , including , but not limited to , exclusive or set union .
1	However , exclusive operators may be used , including , but not limited to , binary or set union .	Though exclusive operators including but not limited to binary or and set union may be used .
0	It was available for ordering on November 25 , 2013 , in Shanghai , and November 29 , 2013 , in Beijing .	It was available on November 25 , 2013 in Beijing , and on November 29 , 2013 in Shanghai , for orders .
1	It was available for ordering on November 25 , 2013 , in Shanghai , and November 29 , 2013 , in Beijing .	It was available in Shanghai on 25 November 2013 and in Beijing on 29 November 2013 .
0	Between 1885 and 1978 , the following ships were used from Malta to Gozo :	Between 1885 and 1978 , the following ships were used from Gozo to Malta :
1	Between 1885 and 1978 , the following ships were used from Malta to Gozo :	The following ships were used as ferries from Malta to Gozo between 1885 and 1978 :
0	She has been Ambassador of Finland to Denmark since September 2013 .	She has been Denmark 's Ambassador to Finland since September 2013 .
1	She has been Ambassador of Finland to Denmark since September 2013 .	Since September 2013 she has been Finland 's ambassador to Denmark .
0	Independencia is a central department of Argentina in the province of Chaco .	Independencia is a central department of the province of Chaco in Argentina .
1	Independencia is a central department of Argentina in the province of Chaco .	Independencia is a central department of Argentina in Chaco Province .
0	Hutton has two sons , Thomas and Nicholas Hutton , who have divorced from Alasdair Hutton , the former MEP , and her hobbies include gardening and chamber music .	Hutton has two sons , Alasdair Hutton and Nicholas Hutton , who have divorced from Thomas , the former MEP , and her hobbies include gardening and chamber music .
1	Hutton has two sons , Thomas and Nicholas Hutton , who have divorced from Alasdair Hutton , the former MEP , and her hobbies include gardening and chamber music .	Divorced from Alasdair Hutton , former MEP , Hutton has two sons , Thomas and Nicholas Hutton . Her hobbies include gardening and chamber music .
